original_path,path
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/eval/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/eval/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/eval/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/eval/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/run/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/run/.hydra/config.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/run/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/run/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/run/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/run/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/nvidia-smi.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/nvidia-smi.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/pip-freeze.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/pip-freeze.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/attention_variants.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/attention_variants.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/custom_transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/custom_transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/pl_modules.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/pl_modules.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/run_variant.sh,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/run_variant.sh
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/reproducibility/transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/.gitignore,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/.gitignore
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/COMPLETE,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/COMPLETE
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/FINAL_METRICS.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/FINAL_METRICS.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/MANIFEST.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/MANIFEST.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/README.md
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/SHA256SUMS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/SHA256SUMS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/best_checkpoint.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/best_checkpoint.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/conda-list.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/conda-list.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/eval/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/eval/.hydra/config.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/eval/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/eval/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/eval/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/eval/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/run/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/run/.hydra/config.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/run/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/run/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/run/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/configuration/run/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/nvidia-smi.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/nvidia-smi.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/pip-freeze.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/pip-freeze.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/attention_variants.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/attention_variants.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/custom_transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/custom_transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/pl_modules.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/pl_modules.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/run_variant.sh,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/run_variant.sh
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_talking_heads_completed_20260805-181428/reproducibility/transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/.gitignore,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/.gitignore
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/FINAL_VALIDATION.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/FINAL_VALIDATION.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/MANIFEST.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/MANIFEST.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/README.md
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/SHA256SUMS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/SHA256SUMS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/conda-list.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/conda-list.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/nvidia-smi.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/nvidia-smi.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/pip-freeze.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Baseline_MHA_final_20260726-023208/pip-freeze.txt
Lab 3/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/README.md
Lab 3/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/RUN_STATUS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/RUN_STATUS.txt
Lab 3/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/Summary.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/Summary.md
Lab 3/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/Terminal.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Runs/SHARP_ATTENTION_ABLATION_20260717-123916/Terminal.txt
Lab 3/Main_Results/Attention_Experiments/SHARP_Attention_Comparison.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Archive/SHARP_Attention_Comparison_20260805.md
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260801-062050/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260801-062050/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260801-062050/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260801-062050/README.md
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260801-062050/RUN_STATUS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260801-062050/RUN_STATUS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260801-062050/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260801-062050/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260803-044635/.gitignore,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260803-044635/.gitignore
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260803-044635/BEST_CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260803-044635/BEST_CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260803-044635/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260803-044635/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260803-044635/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260803-044635/README.md
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260803-044635/RUN_STATUS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260803-044635/RUN_STATUS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260803-044635/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260803-044635/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260805-213248/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260805-213248/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260805-213248/CURRENT_WARNINGS_AND_ERRORS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260805-213248/CURRENT_WARNINGS_AND_ERRORS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260805-213248/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260805-213248/README.md
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260805-213248/RUN_STATUS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260805-213248/RUN_STATUS.txt
Lab 3/Main_Results/Attention_Experiments/Snapshots/20260805-213248/Terminal.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Snapshots/20260805-213248/Terminal.txt
Lab 3/README.md,Studies/SHARP/Attention_Operators/README.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/.gitignore,Studies/SEAM/Context_Attention_Ablation/.gitignore
Lab 3/SEAM_20_Epoch_4_Test_Suite/EXPERIMENT_MANIFEST.md,Studies/SEAM/Context_Attention_Ablation/EXPERIMENT_MANIFEST.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/EXPERIMENT_MANIFEST_MAX_RESOURCES.md,Studies/SEAM/Context_Attention_Ablation/EXPERIMENT_MANIFEST_MAX_RESOURCES.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/MAX_RESOURCE_SUITE_VERSION,Studies/SEAM/Context_Attention_Ablation/MAX_RESOURCE_SUITE_VERSION
Lab 3/SEAM_20_Epoch_4_Test_Suite/README.md,Studies/SEAM/Context_Attention_Ablation/README.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/README_MAX_RESOURCES.md,Studies/SEAM/Context_Attention_Ablation/README_MAX_RESOURCES.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/.gitignore,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/.gitignore
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/CHECKPOINTS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/CHECKPOINTS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/CURRENT_DIAGNOSTICS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/CURRENT_DIAGNOSTICS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Comparison.csv,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Comparison.csv
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/DATA_ROOT.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/DATA_ROOT.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/EXPERIMENT_MANIFEST.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/EXPERIMENT_MANIFEST.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/EXPERIMENT_ROOT.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/EXPERIMENT_ROOT.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/PROCESS_STATUS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/PROCESS_STATUS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/RUN_MANIFEST.json,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/RUN_MANIFEST.json
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/RUN_STATUS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/RUN_STATUS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/SOURCE_PROVENANCE.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/SOURCE_PROVENANCE.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Summary.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Summary.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Terminal.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Terminal.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Timing.csv,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Timing.csv
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/CONTROLLED_CONFIGURATION.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/CONTROLLED_CONFIGURATION.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/LOG_TAIL.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/LOG_TAIL.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/STATUS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/STATUS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/Summary.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/01_baseline/Summary.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/02_uncertainty_target_context/LOG_TAIL.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/02_uncertainty_target_context/LOG_TAIL.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/02_uncertainty_target_context/STATUS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/02_uncertainty_target_context/STATUS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/02_uncertainty_target_context/Summary.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/02_uncertainty_target_context/Summary.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/03_relative_geometry_bias/LOG_TAIL.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/03_relative_geometry_bias/LOG_TAIL.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/03_relative_geometry_bias/STATUS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/03_relative_geometry_bias/STATUS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/03_relative_geometry_bias/Summary.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/03_relative_geometry_bias/Summary.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/04_qknorm/LOG_TAIL.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/04_qknorm/LOG_TAIL.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/04_qknorm/STATUS.txt,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/04_qknorm/STATUS.txt
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/04_qknorm/Summary.md,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/Variants/04_qknorm/Summary.md
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/minADE6_comparison.svg,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_20260903-103416/minADE6_comparison.svg
Lab 3/SEAM_20_Epoch_4_Test_Suite/Results/SEAM_AV2_20EPOCH_4TEST_MAXRES_20260903-114512/.gitignore,Studies/SEAM/Context_Attention_Ablation/Results/SEAM_AV2_20EPOCH_4TEST_MAXRES_20260903-114512/.gitignore
